wavs/oberhọmwan.wav|oberhọmwan
wavs/ameve.wav|ameve
wavs/ebaan wẹ miẹn mwẹn a.wav|ebaan wẹ miẹn mwẹn a
wavs/orrirri.wav|orrirri
wavs/sikẹ odaro.wav|sikẹ odaro
wavs/oghọghọ.wav|oghọghọ
wavs/imina.wav|imina
wavs/ovbe.wav|ovbe
wavs/ọse.wav|ọse
wavs/efiaide.wav|efiaide
wavs/ikpanro.wav|ikpanro
wavs/ọmotọ.wav|ọmotọ
wavs/òténmwén.wav|òténmwén
wavs/ivie.wav|ivie
wavs/wii.wav|wii
wavs/wuo.wav|wuo
wavs/érhá.wav|érhá
wavs/ore.wav|ore
wavs/iyabọ.wav|iyabọ
wavs/ikpekere.wav|ikpekere
wavs/okaro.wav|okaro
wavs/amivin.wav|amivin
wavs/ozikpalọ.wav|ozikpalọ
wavs/ọ.wav|ọ
wavs/ikoroba.wav|ikoroba
wavs/fian.wav|fian
wavs/iyayi.wav|iyayi
wavs/ikpedin.wav|ikpedin
wavs/okha.wav|okha
wavs/okuo.wav|okuo
wavs/akpọlọkpọlọ.wav|akpọlọkpọlọ
wavs/amurhukpa.wav|amurhukpa
wavs/enì óghéé òmwán.wav|enì óghéé òmwán
wavs/iso.wav|iso
wavs/ota.wav|ota
wavs/ọdọ.wav|ọdọ
wavs/ọkpankpan.wav|ọkpankpan
wavs/òkpia.wav|òkpia
wavs/òtén.wav|òtén
wavs/italawẹ.wav|italawẹ
wavs/ivin-eva.wav|ivin-eva
wavs/wua.wav|wua
wavs/ebo.wav|ebo
wavs/dayọn.wav|dayọn
wavs/ohoghe.wav|ohoghe
wavs/wio.wav|wio
wavs/dunmwun.wav|dunmwun
wavs/amuro.wav|amuro
wavs/oliha.wav|oliha
wavs/íyé.wav|íyé
wavs/oghogho.wav|oghogho
wavs/ovbiọha.wav|ovbiọha
wavs/agobọ.wav|agobọ
wavs/òkhíen òwie.wav|òkhíen òwie
wavs/ogiavan.wav|ogiavan
wavs/isanhẹn.wav|isanhẹn
wavs/okuta.wav|okuta
wavs/odaro.wav|odaro
wavs/ovbi-odo.wav|ovbi-odo
wavs/obiyọmwan.wav|obiyọmwan
wavs/ovbe hun mwẹn.wav|ovbe hun mwẹn
wavs/obọ.wav|obọ
wavs/ebaan.wav|ebaan
wavs/alubahra.wav|alubahra
wavs/ebevbarrie.wav|ebevbarrie
wavs/ọgọ.wav|ọgọ
wavs/edede.wav|edede
wavs/uzọla.wav|uzọla
wavs/mwaan ọnrẹn ne a rẹn vbene ọ tan sẹ hẹẹ.wav|mwaan ọnrẹn ne a rẹn vbene ọ tan sẹ hẹẹ
wavs/okpemwin.wav|okpemwin
wavs/egwi.wav|egwi
wavs/okhokho.wav|okhokho
wavs/osọnnọ.wav|osọnnọ
wavs/eda.wav|eda
wavs/ogieva.wav|ogieva
wavs/ọghae.wav|ọghae
wavs/dekaan.wav|dekaan
wavs/osisi.wav|osisi
wavs/odidọn.wav|odidọn
wavs/ogbigbi.wav|ogbigbi
wavs/agbaka.wav|agbaka
wavs/itan.wav|itan
wavs/egbalaka.wav|egbalaka
wavs/úkpú.wav|úkpú
wavs/vbè ore 'nì rue.wav|vbè ore 'nì rue
wavs/iye-nọkhua.wav|iye-nọkhua
wavs/ọkpan.wav|ọkpan
wavs/ebi.wav|ebi
wavs/vbè á tíe rue.wav|vbè á tíe rue
wavs/fingho.wav|fingho
wavs/arọkpa.wav|arọkpa
wavs/okieke.wav|okieke
wavs/ọdiọn.wav|ọdiọn
wavs/ebe na si otọlọ.wav|ebe na si otọlọ
wavs/alimoi.wav|alimoi
wavs/winna.wav|winna
wavs/owa.wav|owa
wavs/aguegbero.wav|aguegbero
wavs/dọlọyi.wav|dọlọyi
wavs/oha.wav|oha
wavs/agikpa.wav|agikpa
wavs/ebafọ.wav|ebafọ
wavs/olighi.wav|olighi
wavs/ologbo.wav|ologbo
wavs/ọfurre.wav|ọfurre
wavs/olọ.wav|olọ
wavs/alagbodẹ.wav|alagbodẹ
wavs/igho.wav|igho
wavs/ọgbọn.wav|ọgbọn
wavs/oloi.wav|oloi
wavs/otiku.wav|otiku
wavs/abakuru.wav|abakuru
wavs/oya.wav|oya
wavs/ọrhiae.wav|ọrhiae
wavs/imoukhuede.wav|imoukhuede
wavs/ọka.wav|ọka
wavs/ikian.wav|ikian
wavs/ẹ̀dó.wav|ẹ̀dó
wavs/olaga.wav|olaga
wavs/dorhie.wav|dorhie
wavs/ebuka.wav|ebuka
wavs/ọfọ.wav|ọfọ
wavs/orhiọn.wav|orhiọn
wavs/ohu.wav|ohu
wavs/owọrọ.wav|owọrọ
wavs/dede.wav|dede
wavs/asọn.wav|asọn
wavs/ọpia.wav|ọpia
wavs/ọmọ.wav|ọmọ
wavs/iwinna.wav|iwinna
wavs/eboriwo.wav|eboriwo
wavs/ototọ.wav|ototọ
wavs/egbe.wav|egbe
wavs/obalọ.wav|obalọ
wavs/orhiọn nọhuanrẹn.wav|orhiọn nọhuanrẹn
wavs/ediran.wav|ediran
wavs/okpiọba.wav|okpiọba
wavs/aghanghan.wav|aghanghan
wavs/ọdọlukpọn.wav|ọdọlukpọn
wavs/ekabita.wav|ekabita
wavs/okoro.wav|okoro
wavs/oyiya.wav|oyiya
wavs/ori.wav|ori
wavs/ù rú èsé.wav|ù rú èsé
wavs/eghe.wav|eghe
wavs/ivin.wav|ivin
wavs/ebe.wav|ebe
wavs/ahiọ.wav|ahiọ
wavs/ọgbalama.wav|ọgbalama
wavs/mwaan.wav|mwaan
wavs/iyan.wav|iyan
wavs/owo.wav|owo
wavs/ozi.wav|ozi
wavs/kóyo.wav|kóyo
wavs/akpakomiza.wav|akpakomiza
wavs/amẹ odidọn.wav|amẹ odidọn
wavs/èvbèe.wav|èvbèe
wavs/ovbi-aleke.wav|ovbi-aleke
wavs/òkhùo.wav|òkhùo
wavs/amọgba.wav|amọgba
wavs/inugba.wav|inugba
wavs/owebe.wav|owebe
wavs/ọkpa.wav|ọkpa
wavs/otọlọ.wav|otọlọ
wavs/ọzuọ.wav|ọzuọ
wavs/igue.wav|igue
wavs/ekhae.wav|ekhae
wavs/ọfiontọ.wav|ọfiontọ
wavs/ẹghẹso.wav|ẹghẹso
wavs/wọn.wav|wọn
wavs/otoro.wav|otoro
wavs/evbare.wav|evbare
wavs/eghe hia.wav|eghe hia
wavs/ìzènófua.wav|ìzènófua
wavs/aroegbe.wav|aroegbe
wavs/eva.wav|eva
wavs/osarenkhoe.wav|osarenkhoe
wavs/vbèè óye hé.wav|vbèè óye hé
wavs/okhuakhua.wav|okhuakhua
wavs/ebiavan.wav|ebiavan
wavs/orhue.wav|orhue
